City,Datetime,Tweet Id,Text,Username
Canberra,2021-03-10 20:45:06+00:00,1369751187050745856,@DonaldJTrumpJr Better than talking about your daddy  predictions and management of #COVID19 https://t.co/su1a6jbGeB,mrgarymatthews
Canberra,2021-03-09 16:43:21+00:00,1369327959610384384,Well that leaves 25.36 million Aussies left to do. That must indicate that Covid19 is still a threat in Australia till we get a larger percentage of the population vaccinated 😏😎 https://t.co/6XL2yA6MmZ,PeterJStevenson
Canberra,2021-03-08 21:35:06+00:00,1369038992629329920,"@DonaldJTrumpJr But that fails to take into account:
1) Support for COVID19 vacation efforts
2) Support for State &amp; Local Government
3) Ongoing support for people who have lost jobs due to poor handling of the pandemic",mrgarymatthews
Canberra,2021-03-06 04:45:11+00:00,1368060063139602432,"This is related to getting some control.

It's why it's not the time to stop mitigation measures.

At 70% vacation or greater you should be safe to loosen but remember in Australia we had less deaths than normal mainly because #COVID19 mitigation wiped out the flu. https://t.co/5z32aUkjYw https://t.co/vVuL7q7g64",mrgarymatthews
Canberra,2021-03-04 10:32:35+00:00,1367422713728356358,What was the rationale for increasing #jobseeker due to #COVID19? And more importantly what has changed now to remove the need for that additional money? Can the government please explain? #qanda,Ian__P
Canberra,2021-03-03 04:32:35+00:00,1366969732377710595,"Dr. Emmanuel and Nurse Lucy are among the first to be vaccinated in #Ghana against #COVID19, through the COVAX equitable vaccine initiative.

Vaccinating health workers not only keeps them safe but protects health systems and ensures kids can access the care they need. https://t.co/6iY5xI7eSi",unicefaustralia
Canberra,2021-03-03 04:21:11+00:00,1366966863758983169,"🛬 Touchdown!

324,000 #COVID19 vaccines have arrived in #Cambodia. These are the first #COVAX funded vaccines to arrive in the Western Pacific Region. 

This is another great step towards vaccine equality and ending the pandemic worldwide. https://t.co/GPMMT6ISIR",unicefaustralia
Canberra,2021-02-28 22:58:06+00:00,1366160778194161665,@TheKouk Wrong even in 2019 before #COVID19 struck. Please cite evidence to the contrary. @PhillipCoorey @TheKouk #insiders https://t.co/y78psPx4q2,svegress
Canberra,2021-02-27 05:14:03+00:00,1365530614603026436,@CraigKellyMP How does it work for COVID19?,mrgarymatthews
Canberra,2021-02-26 09:27:23+00:00,1365231978220429312,Thank you @latrobeasia for inviting me to share some thoughts at the “Australia-Southeast Asia relations in the post COVID19 regional order” webinar. Pleased to hear views from  other speakers in the same session. https://t.co/UgXaXUFCu2,BSantipitaks
Canberra,2021-02-23 08:43:33+00:00,1364133787471241224,"So what was the rationale for the #COVID19 supplement on #jobseeker ?  And what has changed now that has removed the need for it? I believe it was introduced solely to shelter large numbers of ""regular"" people from the full horrors of @centrelink #abc730",Ian__P
Canberra,2021-02-22 22:12:34+00:00,1363974995311951875,It’s a long road to true recovery from #COVID19 in Australia but we call on Australia’s leaders to include young people in the conversation and ensure their voices are heard. We look forwards to seeing the ideas expressed today turn into policy. https://t.co/xOIpfOM5PO,unicefaustralia
Canberra,2021-02-22 04:50:42+00:00,1363712800451887110,"@ScottMorrisonMP talking about the huge mental health toll of #covid19 and the importance of community and forgiveness.

Again, the theme of civil society is prominent in what politicians from across the political spectrum are sharing with us today. 
#socialcontract @Monash_Arts https://t.co/wj7HZTi01X",DrChrisWatkin
